1,289.4
2,577.76
3,875.4
4,1154.05
5,1447.13
6,1721.91
7,2014.94
8,2289.72
9,2582.91
10,2875.9
11,3150.81
12,3444.08
13,3719.8
14,4010.6
15,4301.7
16,4593.2
17,4868.1
18,5158.7
19,5432.5
20,5726.07
