Frequency [kHz], Amplitude Normalized
3.5996035940803384, 0.37406630581867373
3.6036028893587035, 0.3610115020297697
3.6076021846370683, 0.34181326116373456
3.6116014799154335, 0.33029431664411346
3.6156007751937986, 0.31877537212449236
3.6196000704721634, 0.30655830975519716
3.6235993657505285, 0.29189783491204313
3.6275986610288937, 0.276539242219215
3.6315979563072585, 0.26885994587280093
3.6355972515856236, 0.25734100135317983
3.639596546863989, 0.24752856713276183
3.6435958421423535, 0.24198240866035148
3.6475951374207187, 0.23046346414073038
3.651594432699084, 0.21894451962110928
3.655593727977449, 0.21510487144790225
3.6595930232558143, 0.20742557510148818
3.663592318534179, 0.1997462787550741
3.667591613812544, 0.19206698240866005
3.6715909090909093, 0.18438768606224598
3.675590204369274, 0.18054803788903895
3.6795894996476393, 0.17670838971583192
